customer_id,business_name,phone_number,national_id,county,business_type,signup_date,months_active,avg_monthly_orders,avg_order_value_kes,support_tickets_6m,late_deliveries_6m,pct_credit_orders,churned
DL-12764,Auma Enterprises,0732713902,28255868,Machakos,Mini mart,2024-06-10,25,1.7,6900.0,1,1,0.25,0
DL-10731,Njeri Enterprises,0723566775,23288652,Kisumu,General shop,2025-02-05,17,0.9,13950.0,1,0,0.82,0
DL-14261,Achieng Mart,0735427124,25914586,Nairobi,Hardware,2025-06-05,13,1.5,5230.0,3,5,0.11,0
DL-12123,Auma Supplies,0728452104,11086024,Kiambu,General shop,2024-09-08,22,1.7,2540.0,2,0,0.0,0
DL-11047,Auma Supplies,0743202701,23640089,Meru,Electronics,2023-12-13,31,1.8,10210.0,3,1,0.1,0
DL-11496,Chebet Shop,0779322949,25989033,Nairobi,Agrovet,2023-10-14,33,1.1,3490.0,5,2,0.69,0
DL-12797,Omondi Enterprises,0774317274,23002264,Kiambu,Pharmacy,2024-11-07,20,1.0,13460.0,0,0,0.0,0
DL-13856,Mutua Supplies,0739021313,17829746,Mombasa,General shop,2025-05-06,14,3.8,11220.0,1,1,0.38,0
DL-11132,Auma Mini Mart,0723659853,29446496,Meru,Pharmacy,2023-11-13,32,1.8,8700.0,2,2,0.32,0
DL-12498,Kiprop Traders,0737479952,28345866,Kisumu,Pharmacy,2025-02-05,17,0.6,5350.0,3,3,0.71,1
DL-10059,Barasa Mini Mart,0730009685,24223515,Mombasa,Mini mart,2025-12-02,7,1.0,6660.0,2,1,0.57,0
DL-14679,Nyambura Supplies,0731447285,29397978,Mombasa,Pharmacy,2024-05-11,26,1.6,5240.0,1,1,0.21,0
DL-12887,Mwangi Traders,0767480216,15213732,Nairobi,Mini mart,2025-10-03,9,1.2,3720.0,3,2,0.09,0
DL-14925,Otieno Supplies,0741781033,15025631,Machakos,General shop,2024-11-07,20,0.8,10660.0,0,0,0.1,0
DL-14206,Otieno Stores,0776314022,12461231,Mombasa,Agrovet,2023-03-18,40,0.5,6100.0,1,0,0.5,0
DL-14862,Mwangi Duka,0733314510,23678995,Mombasa,Mini mart,2024-07-10,24,1.2,19990.0,0,0,0.36,0
DL-12135,Wanjiku Mart,0726049577,12722496,Nairobi,General shop,2025-05-06,14,0.9,7010.0,0,1,0.18,0
DL-10370,Achieng Shop,0777014314,30668208,Kiambu,Electronics,2024-07-10,24,4.4,7830.0,6,7,0.21,0
DL-10404,Kamau Duka,0739287271,20809496,Machakos,Mini mart,2025-11-02,8,1.8,6890.0,0,1,0.43,0
DL-11241,Omondi Enterprises,0761564405,34344875,Kisumu,General shop,2023-12-13,31,0.8,7890.0,0,1,0.78,0
DL-14119,Barasa Mini Mart,0767410742,33105186,Uasin Gishu,Electronics,2021-07-26,60,3.6,9330.0,2,2,0.56,0
DL-13716,Achieng Shop,0784021049,20986835,Machakos,General shop,2025-03-07,16,0.4,8970.0,1,1,0.6,0
DL-11625,Auma Enterprises,0776579462,37590532,Mombasa,General shop,2026-01-01,6,0.2,1970.0,0,1,1.0,0
DL-11555,Wanjiku Shop,0798187246,20897566,Nakuru,Mini mart,2023-09-14,34,1.2,7910.0,1,3,0.43,0
DL-13764,Kamau Stores,0728099786,37379521,Nakuru,Pharmacy,2022-11-18,44,1.8,2900.0,0,3,0.62,0
DL-14785,Kamau Traders,0743948768,14285924,Nairobi,General shop,2024-11-07,20,2.0,9680.0,1,6,0.17,1
DL-12474,Omondi Traders,0777831863,39195783,Machakos,Agrovet,2025-07-05,12,0.4,5040.0,0,2,0.4,0
DL-13517,Wafula Duka,0739961346,27770013,Uasin Gishu,General shop,2025-08-04,11,2.0,2460.0,1,1,0.45,0
DL-12530,Kiprop Mart,0764577675,24528767,Nairobi,General shop,2024-01-12,30,0.8,8600.0,0,0,0.2,0
DL-13389,Nyambura Traders,0734752627,20786363,Machakos,Mini mart,2025-04-06,15,0.2,21040.0,0,0,0.33,0
DL-13527,Mutua Stores,0737141804,34084711,Nairobi,Electronics,2024-10-08,21,0.8,5500.0,1,0,0.0,0
DL-14486,Njeri Duka,0725250911,37326043,Kiambu,Hardware,2022-11-18,44,1.5,4440.0,2,0,0.33,0
DL-11460,Achieng Traders,0750872013,14564283,Nairobi,General shop,2024-08-09,23,1.5,13710.0,3,1,0.33,0
DL-14359,Otieno Mart,0787917712,15363680,Mombasa,Mini mart,2025-02-05,17,0.7,3560.0,1,0,0.0,0
DL-11769,Auma Duka,0790483059,28112886,Nairobi,General shop,2026-01-01,6,0.2,4200.0,0,0,0.0,0
DL-10597,Otieno Duka,0740569772,13141575,Machakos,General shop,2024-03-12,28,0.8,8100.0,1,1,0.5,0
DL-12334,Njeri Mart,0775952922,24694016,Nakuru,General shop,2025-09-03,10,0.3,10610.0,0,3,0.0,0
DL-13148,Barasa Duka,0777679996,14937621,Kiambu,Agrovet,2025-03-07,16,0.7,4440.0,1,0,0.0,0
DL-10464,Barasa Enterprises,0727477475,32137479,Uasin Gishu,General shop,2025-04-06,15,2.2,6220.0,0,0,0.31,0
DL-11876,Wafula Shop,0733169944,38986981,Kiambu,Mini mart,2025-11-02,8,0.1,5860.0,1,0,1.0,1
DL-11619,Mutua Duka,0719285570,10872162,Machakos,Hardware,2022-10-19,45,2.1,5720.0,2,7,0.52,1
DL-12705,Nyambura Supplies,0797418493,36608511,Machakos,Hardware,2024-04-11,27,2.8,,1,1,0.03,0
DL-10901,Achieng Mini Mart,0789869490,36197752,Meru,General shop,2025-02-05,17,0.4,9700.0,0,2,0.0,1
DL-14748,Wairimu Mini Mart,0750593162,20702843,Nairobi,Mini mart,2025-09-03,10,0.6,5310.0,2,1,0.17,0
DL-12072,Mutua Shop,0773727876,34800337,Nairobi,Mini mart,2025-10-03,9,3.1,11990.0,4,8,0.11,1
DL-14098,Nyambura Mini Mart,0784660762,38249882,Nairobi,General shop,2024-11-07,20,1.0,5700.0,0,2,0.08,0
DL-14399,Kamau Stores,0736951812,10760375,Uasin Gishu,Hardware,2023-02-16,41,0.8,2340.0,0,0,0.11,0
DL-14264,Njeri Shop,0715625865,12515854,Nakuru,Electronics,2025-07-05,12,0.4,4230.0,0,0,0.0,0
DL-12287,Wairimu Stores,0728962862,22793584,Nakuru,Pharmacy,2025-06-05,13,3.5,5010.0,1,1,0.62,0
DL-13014,Achieng Shop,0736229161,39117435,Meru,Agrovet,2024-02-11,29,0.8,14480.0,3,2,0.44,0
DL-13932,Mwangi Mini Mart,0740410856,27359677,Kiambu,Electronics,2021-11-23,56,2.0,6040.0,0,2,0.38,0
DL-13403,Achieng Supplies,0776012738,29867317,Nairobi,General shop,2025-05-06,14,1.2,8570.0,4,6,0.0,1
DL-14138,Nyambura Supplies,0759073001,30722298,Kisumu,Pharmacy,2026-01-31,5,3.2,9140.0,3,9,0.25,0
DL-10000,Auma Supplies,0755117916,26394352,Nakuru,Hardware,2024-10-08,21,0.8,3020.0,2,2,0.3,0
DL-13276,Wairimu Mart,0748777104,31871730,Mombasa,Mini mart,2025-07-05,12,0.1,,0,0,0.0,0
DL-12355,Wairimu Shop,0787343357,27594417,Nairobi,General shop,2025-06-05,13,1.7,7030.0,1,2,0.3,0
DL-13520,Nyambura Supplies,0783031211,33850741,Nairobi,General shop,2025-05-06,14,0.5,,0,0,0.17,0
DL-14608,Kiprop Traders,0778510238,14689416,Nairobi,General shop,2024-02-11,29,3.6,6970.0,1,3,0.51,0
DL-13570,Mwangi Stores,0712515226,32121482,Kisumu,Electronics,2024-03-12,28,0.4,7170.0,2,1,0.0,0
DL-11153,Nyambura Duka,0765050469,12094105,Nairobi,General shop,2024-11-07,20,0.6,2490.0,2,1,1.0,0
DL-14242,Otieno Stores,0768922726,36080136,Nairobi,Mini mart,2025-01-06,18,0.2,5770.0,2,0,0.5,0
DL-14249,Chebet Traders,0773798562,29908984,Nairobi,,2024-10-08,21,0.4,12370.0,1,1,0.0,0
DL-10398,Barasa Shop,0756121816,12842260,Nairobi,Mini mart,2025-12-02,7,0.4,,2,1,0.0,0
DL-13058,Kiprop Enterprises,0791415171,36584154,Meru,Mini mart,2024-03-12,28,1.3,1860.0,2,2,0.5,0
DL-12904,Wafula Shop,0724629683,13658443,Nakuru,Electronics,2024-12-07,19,2.7,6670.0,2,3,0.06,0
DL-11726,Njeri Traders,0796803504,11883985,Nairobi,General shop,2026-05-01,2,1.5,6280.0,1,1,0.0,0
DL-14568,Barasa Enterprises,0795951410,26036815,Meru,Mini mart,2024-11-07,20,1.3,4610.0,1,0,0.25,0
DL-13941,Njeri Shop,0711009019,37136326,Nakuru,Hardware,2021-07-26,60,0.2,3020.0,1,0,0.0,0
DL-14766,Kamau Duka,0716179769,10114205,Nakuru,Pharmacy,2023-04-17,39,2.6,2900.0,3,5,0.42,1
DL-12376,Mutua Shop,0792334759,38085899,Nairobi,Mini mart,2026-03-02,4,0.2,3860.0,0,0,1.0,1
DL-11720,Wafula Traders,0753156439,17090344,Kiambu,General shop,2024-07-10,24,0.6,1490.0,4,1,0.14,1
DL-10902,Mwangi Mini Mart,0782493775,17322870,Nairobi,Mini mart,2025-07-05,12,2.7,4460.0,0,3,0.06,0
DL-11333,Nyambura Duka,0788026126,22866244,Mombasa,General shop,2025-12-02,7,0.6,4950.0,0,1,0.25,0
DL-13100,Kamau Mart,0716462530,29042636,Kisumu,General shop,2023-12-13,31,1.2,4360.0,2,0,0.21,0
DL-14416,Otieno Mini Mart,0768024567,38786863,Nakuru,Mini mart,2024-01-12,30,1.1,23450.0,0,0,0.23,0
DL-14860,Wairimu Stores,0792844787,37804027,Nairobi,General shop,2026-04-01,3,0.3,10480.0,0,0,0.0,1
DL-10991,Auma Traders,0791447523,11324220,Nairobi,Hardware,2021-07-26,60,1.9,3660.0,1,2,0.74,0
DL-13956,Chebet Traders,0723981550,31449200,Machakos,General shop,2023-05-17,38,0.9,2090.0,0,0,0.73,0
DL-13739,Kiprop Enterprises,0738234778,32656264,Nairobi,,2025-10-03,9,0.6,7790.0,0,1,0.2,1
DL-14016,Kiprop Duka,0753161689,16928206,Nakuru,,2025-12-02,7,0.7,,0,2,0.2,0
DL-11776,Wairimu Stores,0762833789,31048520,Nakuru,Mini mart,2024-12-07,19,2.2,10100.0,1,0,0.46,0
DL-12795,Otieno Enterprises,0773702685,29888759,Nairobi,General shop,2025-03-07,16,0.9,5160.0,1,0,0.45,0
DL-11912,Chebet Duka,0789852346,38112142,Meru,Agrovet,2024-06-10,25,0.6,2830.0,1,1,0.14,0
DL-14252,Chebet Traders,0728531478,27081989,Meru,Electronics,2023-06-16,37,0.2,6690.0,1,1,0.33,1
DL-13680,Mutua Enterprises,0759707835,28248194,Kiambu,General shop,2025-04-06,15,0.4,3760.0,0,1,0.2,0
DL-11831,Wairimu Duka,0742885018,22108048,Nairobi,General shop,2024-08-09,23,0.6,,2,2,0.71,0
DL-13485,Mutua Duka,0734508776,12901954,Uasin Gishu,General shop,2024-04-11,27,1.1,5770.0,2,1,0.46,0
DL-12010,Mutua Shop,0792819752,13026531,Machakos,Hardware,2024-01-12,30,0.7,8050.0,2,2,0.12,0
DL-11976,Kamau Mini Mart,0772048918,21133365,Mombasa,,2025-06-05,13,1.7,3220.0,1,2,0.2,1
DL-13406,Omondi Stores,0766278823,19542784,Kiambu,Agrovet,2024-10-08,21,1.4,9730.0,2,2,0.0,0
DL-11244,Wafula Stores,0750878484,35552548,Machakos,Mini mart,2025-01-06,18,1.1,9900.0,2,1,0.0,0
DL-10711,Otieno Supplies,0733485404,18273484,Nairobi,General shop,2023-02-16,41,0.2,4670.0,0,0,0.5,0
DL-10371,Atieno Stores,0774951733,15081074,Nakuru,General shop,2024-11-07,20,1.0,6740.0,2,1,0.5,0
DL-12559,Nyambura Shop,0777734023,23150659,Meru,General shop,2024-09-08,22,0.2,11420.0,1,0,0.0,0
DL-12459,Njeri Mini Mart,0728473218,22313129,Machakos,General shop,2024-11-07,20,0.5,2830.0,0,0,0.0,0
DL-12501,Omondi Shop,0737222949,13036384,Kisumu,General shop,2024-01-12,30,0.9,7500.0,1,0,0.0,0
DL-13244,Atieno Enterprises,0760543186,37075288,Nairobi,Mini mart,2025-09-03,10,0.6,5580.0,1,1,0.33,1
DL-11092,Atieno Duka,0789412445,11015091,Nairobi,General shop,2025-07-05,12,0.8,1770.0,0,1,0.67,0
DL-14165,Chebet Stores,0778272904,34935415,Kiambu,Mini mart,2025-02-05,17,0.2,1180.0,0,0,0.0,0
DL-11646,Chebet Enterprises,0782999588,28904099,Mombasa,Electronics,2024-03-12,28,1.9,4000.0,6,3,0.22,0
DL-12918,Atieno Shop,0730743565,38423371,Kiambu,Agrovet,2023-10-14,33,2.7,3180.0,4,3,0.62,0
DL-11136,Achieng Supplies,0737007461,13663836,Nairobi,Mini mart,2021-07-26,60,0.9,8060.0,1,2,0.45,0
DL-11513,Omondi Shop,0724368217,13922222,Uasin Gishu,General shop,2025-03-07,16,0.5,6030.0,1,1,0.0,0
DL-14676,Auma Duka,0725418523,20507710,Kiambu,Hardware,2025-11-02,8,1.5,21440.0,2,0,0.42,0
DL-10122,Wafula Shop,0733825260,34538197,Kisumu,Hardware,2026-04-01,3,2.7,5150.0,5,3,0.38,0
DL-11681,Njeri Supplies,0740822789,11298959,Meru,General shop,2026-03-02,4,1.2,11930.0,0,2,0.2,0
DL-14035,Kamau Shop,0793485993,10043765,Nakuru,Hardware,2023-10-14,33,3.7,5150.0,3,2,0.32,0
DL-10025,Kiprop Duka,0797890917,26924734,Nairobi,Pharmacy,2026-03-02,4,0.5,7330.0,2,0,0.5,1
DL-14640,Atieno Mini Mart,0748322386,14581925,Nakuru,Agrovet,2022-08-20,47,0.9,6750.0,1,1,0.36,0
DL-11351,Wanjiku Duka,0721480795,38141827,Mombasa,General shop,2025-04-06,15,2.3,4200.0,1,1,0.54,0
DL-11057,Barasa Mart,0761376568,34577321,Nairobi,Agrovet,2025-06-05,13,0.3,7010.0,2,1,0.25,0
DL-10973,Mwangi Mini Mart,0716237140,10943189,Nairobi,Electronics,2025-05-06,14,1.7,6400.0,3,4,0.1,1
DL-11882,Barasa Supplies,0794351121,17481407,Mombasa,General shop,2025-07-05,12,1.3,6280.0,0,2,0.31,0
DL-12370,Wanjiku Mini Mart,0730540014,17561771,Kiambu,Mini mart,2024-12-07,19,0.8,10810.0,3,2,0.78,1
DL-14667,Auma Traders,0782715270,15958252,Kiambu,Agrovet,2024-11-07,20,1.1,9170.0,2,1,0.38,0
DL-13257,Barasa Mart,0782916927,39968606,Nairobi,Mini mart,2026-01-31,5,2.0,4340.0,4,3,0.5,1
DL-11211,Omondi Enterprises,0794985510,15373097,Machakos,Hardware,2025-08-04,11,5.8,5450.0,4,5,0.03,0
DL-12379,Chebet Stores,0722920868,24613624,Kiambu,General shop,2024-05-11,26,1.4,3830.0,2,2,0.18,1
DL-11083,Mutua Mini Mart,0751192044,22996972,Kiambu,Mini mart,2021-11-23,56,0.2,8390.0,0,0,0.0,0
DL-11710,Auma Traders,0777937653,19427376,Nairobi,General shop,2023-09-14,34,0.6,,1,2,0.57,0
DL-12715,Nyambura Stores,0787466740,35744926,Mombasa,General shop,2023-07-16,36,2.7,7920.0,2,0,0.34,0
DL-12333,Barasa Mini Mart,0726360869,29693551,Mombasa,Mini mart,2025-09-03,10,1.1,4630.0,2,4,0.18,0
DL-11658,Atieno Shop,0724971623,12766321,Nakuru,Agrovet,2024-03-12,28,1.2,13800.0,2,3,0.6,0
DL-10871,Wafula Stores,0764021139,16696385,Machakos,Pharmacy,2025-09-03,10,1.3,4110.0,2,1,0.54,1
DL-10805,Otieno Duka,0714069760,12363932,Kiambu,Hardware,2025-02-05,17,0.7,6350.0,2,0,0.0,0
DL-11886,Nyambura Traders,0720870600,33899718,Mombasa,Pharmacy,2025-03-07,16,3.5,5370.0,5,7,0.05,0
DL-12898,Atieno Traders,0787245059,35839892,Nakuru,General shop,2022-03-23,52,0.2,7270.0,0,0,0.67,0
DL-12965,Njeri Mart,0711149882,24787631,Kiambu,General shop,2023-06-16,37,1.6,4510.0,1,2,0.21,0
DL-11626,Njeri Stores,0712906571,15954207,Kiambu,General shop,2026-05-01,2,1.0,3400.0,2,0,0.5,0
DL-11379,Mwangi Enterprises,0789490587,20408935,Nairobi,Mini mart,2023-09-14,34,3.5,5150.0,1,2,0.4,0
DL-13258,Omondi Duka,0732126125,10626369,Uasin Gishu,General shop,2026-01-01,6,2.7,9870.0,2,2,0.19,1
DL-12539,Wairimu Mart,0714145875,32595045,Machakos,Pharmacy,2023-09-14,34,0.2,3400.0,0,0,0.33,0
DL-11617,Wafula Supplies,0757580792,17801212,Machakos,Pharmacy,2025-06-05,13,3.5,3340.0,4,7,0.26,1
DL-14240,Auma Mart,0783757635,37037403,Nairobi,Hardware,2023-12-13,31,0.2,5160.0,2,0,0.0,0
DL-10357,Achieng Mini Mart,0795266217,11349710,Nairobi,General shop,2025-11-02,8,1.6,6560.0,1,1,0.31,0
DL-10422,Kiprop Enterprises,0760352096,31736347,Nakuru,Hardware,2025-06-05,13,0.8,6940.0,1,0,0.22,0
DL-10250,Omondi Supplies,0743896730,21080373,Nairobi,General shop,2025-06-05,13,0.5,9100.0,0,0,0.0,0
DL-11481,Njeri Enterprises,0748246554,14268411,Nairobi,General shop,2022-10-19,45,1.7,11570.0,2,1,0.05,0
DL-12513,Chebet Stores,0748336160,13237065,Nairobi,Mini mart,2023-03-18,40,1.6,5820.0,0,1,0.05,0
DL-13800,Mwangi Duka,0738955625,23790608,Kiambu,General shop,2025-06-05,13,1.6,3890.0,2,5,0.26,1
DL-14840,Wanjiku Enterprises,0713945778,16455505,Uasin Gishu,Pharmacy,2021-07-26,60,1.4,3730.0,6,2,0.18,0
DL-11115,Wafula Duka,0782518242,35887487,Machakos,Pharmacy,2024-04-11,27,3.2,2900.0,2,0,0.28,0
DL-14012,Wanjiku Duka,0729886732,10893301,Kiambu,General shop,2023-03-18,40,2.0,4450.0,2,1,0.08,0
DL-14336,Wairimu Stores,0730448687,16343555,Nairobi,Electronics,2025-05-06,14,3.2,5770.0,7,9,0.32,1
DL-10302,Auma Shop,0738226417,24069949,Kiambu,Mini mart,2024-11-07,20,0.7,5130.0,3,4,0.25,0
DL-14411,Kamau Duka,0768158520,33368944,Kiambu,Hardware,2023-12-13,31,2.2,3310.0,0,2,0.48,0
DL-11031,Wairimu Supplies,0780111211,16759961,Machakos,Electronics,2026-05-01,2,2.0,5510.0,0,0,0.0,0
DL-14358,Mutua Stores,0789428137,21997769,Nairobi,Electronics,2026-05-01,2,5.0,2700.0,2,2,0.2,0
DL-13113,Omondi Shop,0711562774,21610539,Kiambu,General shop,2022-11-18,44,1.7,7210.0,1,1,0.35,0
DL-12475,Achieng Traders,0723876007,23727502,Nairobi,Electronics,2025-06-05,13,0.8,,1,0,0.4,0
DL-13429,Chebet Mart,0719966035,34153901,Kiambu,General shop,2025-05-06,14,0.5,2360.0,1,0,0.0,0
DL-14971,Atieno Traders,0766880148,39634826,Nairobi,Mini mart,2025-08-04,11,2.0,5750.0,0,2,0.18,0
DL-12836,Achieng Duka,0742224806,29690730,Kisumu,Pharmacy,2022-11-18,44,0.6,5050.0,0,1,0.14,0
DL-12368,Wanjiku Shop,0789288145,30961638,Nakuru,Electronics,2024-07-10,24,0.4,5010.0,2,0,0.6,0
DL-13404,Nyambura Supplies,0739806288,17907072,Machakos,Electronics,2023-12-13,31,0.4,7350.0,0,0,0.0,0
DL-10069,Barasa Stores,0715533276,16881783,Nairobi,General shop,2024-09-08,22,0.8,2810.0,1,1,0.44,0
DL-10462,Mwangi Shop,0745448629,18814483,Meru,General shop,2025-06-05,13,0.3,4640.0,0,0,0.5,0
DL-14020,Njeri Supplies,0744640288,22938121,Nairobi,Electronics,2025-11-02,8,0.1,3880.0,0,0,0.0,0
DL-10287,Wafula Traders,0725711594,17129492,Nairobi,Agrovet,2024-07-10,24,0.4,2200.0,2,1,0.0,0
DL-10195,Omondi Traders,0745100295,31927686,Nakuru,Mini mart,2024-07-10,24,2.0,13260.0,3,4,0.04,1
DL-11420,Atieno Supplies,0769963102,36739660,Kiambu,General shop,2026-01-01,6,0.3,,0,0,0.0,1
DL-10976,Wafula Mart,0743514779,18040849,Machakos,General shop,2024-02-11,29,1.1,12220.0,0,0,0.08,0
DL-11020,Omondi Shop,0722615789,27877268,Nairobi,Electronics,2025-08-04,11,0.3,,0,0,0.33,0
DL-10215,Wairimu Duka,0780142868,38782412,Kisumu,Hardware,2024-02-11,29,0.7,4290.0,1,0,0.38,0
DL-11089,Njeri Mini Mart,0758223012,30402900,Kiambu,General shop,2025-08-04,11,2.4,6220.0,1,1,0.23,0
DL-11914,Mwangi Stores,0712934758,20105758,Nakuru,Mini mart,2025-01-06,18,1.8,6140.0,3,3,0.14,1
DL-11736,Chebet Shop,0725687116,28049434,Nairobi,General shop,2023-11-13,32,2.1,2770.0,1,3,0.0,0
DL-14368,Auma Supplies,0768680381,10283645,Kiambu,Agrovet,2025-02-05,17,1.0,2990.0,3,0,0.17,1
DL-11314,Mwangi Shop,0766833383,28735403,Nairobi,Electronics,2025-10-03,9,1.3,4440.0,1,4,0.25,0
DL-13829,Omondi Duka,0792513621,29408668,Nairobi,Pharmacy,2024-07-10,24,1.7,8330.0,0,0,0.35,0
DL-14988,Kamau Mart,0719554308,13643013,Kisumu,General shop,2023-06-16,37,2.2,13570.0,3,3,0.31,0
DL-14371,Mwangi Traders,0751569063,10611458,Nairobi,Hardware,2026-04-01,3,0.3,4940.0,1,0,1.0,0
DL-11698,Wafula Stores,0796855527,21249449,Nairobi,Electronics,2024-12-07,19,3.4,1430.0,4,2,0.17,0
DL-12839,Wairimu Duka,0739183663,13792551,Nairobi,Electronics,2025-05-06,14,1.0,6310.0,1,1,0.17,0
DL-11432,Nyambura Stores,0733177396,17213749,Nairobi,Agrovet,2025-06-05,13,2.3,5310.0,1,2,0.11,0
DL-13514,Kiprop Mini Mart,0733579540,29406524,Meru,Mini mart,2022-06-21,49,0.8,3710.0,0,2,0.2,1
DL-13954,Omondi Enterprises,0713910669,29276890,Mombasa,General shop,2026-01-31,5,0.2,2080.0,1,0,0.0,0
DL-12230,Mutua Mini Mart,0735399049,23063140,Kiambu,Electronics,2025-09-03,10,1.5,7580.0,2,3,0.6,0
DL-12274,Nyambura Mart,0732260120,34031991,Nakuru,General shop,2025-11-02,8,3.2,3420.0,4,3,0.5,1
DL-13210,Achieng Enterprises,0735131055,11681840,Nairobi,Pharmacy,2024-06-10,25,1.9,4570.0,0,0,0.35,0
DL-12775,Wafula Mini Mart,0725177046,34626988,Nairobi,Mini mart,2025-10-03,9,0.6,4040.0,1,1,0.2,0
DL-11944,Omondi Traders,0799744457,25628677,Mombasa,Pharmacy,2024-09-08,22,2.2,4200.0,1,1,0.31,0
DL-11905,Otieno Mini Mart,0742696670,19234896,Uasin Gishu,Mini mart,2024-06-10,25,1.7,7280.0,4,6,0.65,1
DL-10510,Chebet Traders,0752389238,28068529,Kisumu,Pharmacy,2025-02-05,17,1.1,5350.0,0,2,0.38,0
DL-12190,Wafula Stores,0749809941,29332855,Kiambu,Hardware,2025-08-04,11,1.2,11720.0,2,2,0.08,1
DL-13980,Omondi Enterprises,0717909846,32913018,Kiambu,General shop,2021-11-23,56,1.6,7340.0,1,3,0.21,0
DL-10953,Mutua Traders,0793461144,30874292,Meru,,2023-08-15,35,0.7,2400.0,3,0,0.25,0
DL-13565,Mwangi Enterprises,0796078736,25345010,Uasin Gishu,Mini mart,2024-01-12,30,2.8,,5,5,0.59,0
DL-13674,Njeri Enterprises,0787012493,27452742,Meru,Mini mart,2025-11-02,8,2.6,3990.0,1,0,0.05,1
DL-12276,Chebet Traders,0763102887,32267315,Kisumu,General shop,2024-10-08,21,1.5,3150.0,0,0,0.17,0
DL-10895,Auma Mart,0742633979,19837836,Meru,Pharmacy,2025-04-06,15,0.2,8840.0,1,1,0.5,0
DL-12805,Mutua Mini Mart,0720600723,27162913,Nairobi,Hardware,2025-07-05,12,2.6,3870.0,1,2,0.39,0
DL-13562,Otieno Duka,0771314192,37411177,Nakuru,Electronics,2024-08-09,23,1.5,,1,1,0.11,0
DL-13395,Otieno Shop,0784292833,28666997,Kiambu,General shop,2024-11-07,20,2.2,5970.0,0,2,0.22,0
DL-12477,Omondi Enterprises,0741882942,34632240,Nairobi,General shop,2023-11-13,32,2.3,5510.0,1,1,0.11,0
DL-12560,Otieno Enterprises,0778345297,15805258,Nairobi,Mini mart,2025-08-04,11,1.8,1540.0,3,3,0.45,1
DL-14764,Wanjiku Supplies,0763810900,31959004,Uasin Gishu,Mini mart,2024-04-11,27,0.1,4960.0,0,0,0.0,0
DL-10877,Atieno Stores,0729905318,16111790,Nakuru,,2025-12-02,7,2.3,2080.0,0,1,0.19,0
DL-14181,Achieng Mini Mart,0735745978,12854539,Machakos,General shop,2024-07-10,24,2.2,5460.0,2,2,0.27,0
DL-11384,Otieno Enterprises,0751311520,19153069,Mombasa,General shop,2025-08-04,11,1.1,3780.0,2,1,0.25,1
DL-10658,Otieno Traders,0714961343,29416845,Kiambu,Electronics,2022-04-22,51,0.1,4070.0,2,1,0.0,0
DL-13150,Chebet Supplies,0796370378,13358190,Nakuru,Pharmacy,2026-01-31,5,0.8,6540.0,0,2,0.5,1
DL-10828,Otieno Enterprises,0710547825,36134509,Nairobi,General shop,2024-11-07,20,3.7,5630.0,2,1,0.36,0
DL-11166,Achieng Traders,0716993712,23070760,Kiambu,Mini mart,2023-07-16,36,1.8,11020.0,5,4,0.43,1
DL-11982,Atieno Stores,0781197109,16212863,Kiambu,General shop,2024-06-10,25,1.0,6410.0,2,4,0.0,1
DL-13789,Mwangi Duka,0755265657,15198858,Mombasa,Pharmacy,2026-01-01,6,0.7,4290.0,3,2,0.0,0
DL-10144,Mutua Mini Mart,0753084220,29122180,Nairobi,Hardware,2025-12-02,7,0.7,7040.0,1,2,0.0,1
DL-12357,Achieng Shop,0727035582,25044891,Meru,Electronics,2025-04-06,15,2.6,4180.0,3,7,0.1,1
DL-13157,Barasa Mini Mart,0717500523,39600761,Nairobi,Mini mart,2026-03-02,4,2.8,7060.0,3,1,0.45,0
DL-11164,Otieno Enterprises,0778894673,30337681,Nairobi,General shop,2026-01-01,6,0.5,6340.0,0,0,0.0,0
DL-12007,Wairimu Mini Mart,0728362781,26937412,Nairobi,Pharmacy,2025-11-02,8,1.9,16530.0,4,6,0.47,1
DL-13549,Barasa Mini Mart,0722588092,11110022,Nairobi,General shop,2024-09-08,22,2.7,6430.0,1,0,0.62,0
DL-10045,Achieng Mart,0748399800,17327884,Nairobi,General shop,2025-07-05,12,2.2,1830.0,0,0,0.5,0
DL-10206,Auma Mini Mart,0741667723,12769904,Kiambu,Pharmacy,2026-05-31,1,5.0,3070.0,3,1,0.2,0
DL-10448,Auma Traders,0794086663,29475673,Nairobi,General shop,2025-07-05,12,1.1,,4,7,0.31,1
DL-14629,Mutua Traders,0716117566,11046816,Kisumu,Electronics,2025-11-02,8,0.5,3660.0,1,0,0.5,0
DL-11771,Wafula Mini Mart,0743675089,14127079,Nairobi,Agrovet,2024-04-11,27,0.5,7280.0,2,1,0.0,0
DL-14790,Wafula Mini Mart,0789517777,23272692,Nakuru,Electronics,2024-12-07,19,0.3,11090.0,1,0,0.5,0
DL-11861,Wafula Mini Mart,0728786081,20473480,Kisumu,Hardware,2024-01-12,30,3.2,7910.0,3,5,0.0,0
DL-13689,Achieng Supplies,0781070262,13599362,Nakuru,General shop,2025-11-02,8,1.0,6400.0,1,2,0.12,1
DL-12793,Achieng Mart,0729159681,16400059,Nakuru,General shop,2022-08-20,47,0.9,9500.0,0,1,0.27,0
